date,ObserveValue,AnalogValue
120,6.761476,4.845530
121,6.388451,4.054870
122,5.690999,3.476706
123,5.021655,3.038132
124,4.462380,2.695942
125,3.955906,2.430643
126,3.412393,2.202409
127,3.035690,2.158512
128,4.230159,2.993105
129,4.781028,4.377293
130,4.848540,3.594691
131,6.046949,3.586010
132,7.928625,6.811900
133,12.997303,11.572092
134,11.970432,10.913901
135,10.378508,8.102663
136,9.615645,6.801433
137,10.392956,8.532543
138,10.502499,7.891790
139,9.554175,6.151948
140,8.204191,4.941427
141,6.996062,4.114669
142,5.976810,3.713629
143,4.950991,4.135053
144,4.127445,3.632900
145,3.630166,3.157672
146,3.215635,2.793031
147,2.850228,2.504774
148,2.563629,2.269032
149,2.284911,2.070198
150,2.054266,1.899397
151,1.878524,1.751375
152,1.895336,1.868732
153,2.066612,3.516671
154,1.906369,3.555724
155,1.958908,3.462788
156,2.470373,3.394107
157,3.238490,4.955925
158,4.588473,5.759059
159,5.919805,5.353549
160,5.775061,4.809669
161,5.040569,4.049168
162,4.369386,3.463967
163,3.816416,3.019167
164,3.393479,2.670556
165,3.332797,2.605043
166,3.162834,3.436841
167,2.973431,3.115918
168,2.922469,2.877156
169,3.521936,3.542644
170,7.533008,5.565472
171,9.661354,6.230709
172,8.669159,4.923968
173,7.754722,4.067935
174,6.405789,3.450271
175,5.641350,3.257711
176,5.154578,4.277159
177,4.692237,4.093541
178,4.320788,3.505223
179,4.512029,3.290556
180,4.906595,4.350408
181,6.297559,5.302348
182,7.397196,6.421713
183,7.640187,5.204283
184,6.992910,4.268655
185,5.998351,3.606041
186,4.870081,3.111494
187,4.097761,2.727475
188,3.541113,2.420717
189,3.106092,2.170339
190,2.741998,1.961673
191,2.576238,1.821102
192,2.234736,1.826981
193,1.970204,1.686658
194,1.782115,1.547360
195,1.637108,1.425345
196,1.549894,1.321972
197,1.437198,1.242214
198,1.330807,1.159507
199,1.387286,1.119370
200,1.212857,1.211671
201,1.162420,1.154444
202,1.095171,1.102415
203,1.020828,1.035903
204,0.974069,0.972811
205,0.927572,0.915006
206,0.887380,0.862104
207,0.848764,0.813583
208,0.829324,0.777108
209,1.200248,0.866050
210,1.034226,1.627992
211,0.873194,1.551501
212,0.886329,1.333989
213,0.811461,1.242618
214,0.740009,1.152027
215,0.686156,1.071341
216,0.669869,0.999088
217,0.647278,0.933956
218,0.625474,0.885630
219,1.009795,1.027577
220,4.523588,2.524758
221,4.259055,3.239133
222,3.573161,2.347354
223,2.998913,2.078316
224,2.583331,1.860076
225,2.221864,1.679209
226,1.926334,1.526536
227,1.719331,1.395833
228,1.542538,1.282802
229,1.403048,1.184343
230,1.294555,1.097679
231,1.207866,1.020819
232,1.128795,0.952229
233,1.051826,0.890755
234,0.999287,0.848842
235,1.140354,0.895728
236,0.980899,1.028099
237,0.899464,0.979756
238,0.843247,0.915841
239,0.794123,0.858250
240,0.748415,0.806101
241,0.703231,0.760277
242,0.716891,0.724003
243,0.683267,0.685258
244,0.654896,0.649149
245,0.678538,0.624401
246,0.647803,0.631667
247,0.591061,0.604359
248,0.566631,0.575077
249,0.572673,0.551828
250,0.545090,0.543832
251,0.533268,0.521128
252,0.515143,0.498249
253,0.484407,0.477021
254,0.458401,0.457173
255,0.436072,0.438567
256,0.417158,0.421100
257,0.400083,0.404723
258,0.394829,0.389381
259,0.387211,0.374970
260,0.374076,0.361398
261,0.368822,0.351446
262,0.435021,0.356753
263,0.424513,0.366671
264,0.384584,0.356049
265,0.361204,0.343705
266,0.328893,0.332017
267,0.314182,0.320938
268,0.305513,0.310438
269,0.300784,0.300502
270,0.291590,0.291068
271,0.278981,0.282106
272,0.271100,0.273584
273,0.262957,0.265472
274,0.257177,0.257746
275,0.253500,0.250379
276,0.242204,0.243352
277,0.234586,0.236647
278,0.231696,0.230244
279,0.239314,0.224125
280,0.232221,0.218270
281,0.220926,0.212664
282,0.210943,0.207292
283,0.199647,0.202143
284,0.192292,0.197202
285,0.188877,0.192460
286,0.218561,0.190862
287,0.242466,0.200369
288,0.221188,0.197100
289,0.200698,0.192392
290,0.187301,0.187865
291,0.179683,0.183511
292,0.180996,0.179733
293,0.192292,0.177574
294,0.180471,0.173817
295,0.170488,0.169991
296,0.162870,0.166302
297,0.211469,0.164223
298,0.246144,0.167643
299,0.195970,0.164820
300,0.185725,0.161333
301,0.190978,0.157966
302,0.195182,0.154714
303,0.194131,0.151571
304,0.190190,0.148533
305,0.183360,0.145593
306,0.169963,0.142748
307,0.160506,0.139993
308,0.154727,0.137326
309,0.151574,0.134741
310,0.150261,0.132236
311,0.148685,0.129807
312,0.144744,0.127451
313,0.142117,0.125165
314,0.149473,0.122947
315,0.148159,0.120794
316,0.134237,0.118704
317,0.131347,0.116734
318,0.136601,0.115040
319,0.144482,0.113144
320,0.138177,0.111269
321,0.128720,0.109446
322,0.143956,0.108451
323,0.146583,0.110346
324,0.154201,0.108958
325,0.195182,0.107203
326,0.150786,0.105495
327,0.132398,0.103831
328,0.124780,0.102210
329,0.123729,0.100630
330,0.122941,0.099091
331,0.120051,0.097589
332,0.120314,0.096246
333,0.162082,0.095757
334,0.172064,0.096200
335,0.150786,0.094974
336,0.137126,0.093579
337,0.133448,0.092218
338,0.130822,0.090889
339,0.129508,0.089591
340,0.127669,0.088324
341,0.124780,0.087086
342,0.124254,0.085876
343,0.123729,0.084694
344,0.120839,0.083538
345,0.115585,0.082408
346,0.112958,0.081304
347,0.113746,0.080223
348,0.113221,0.079166
349,0.111908,0.078133
350,0.116636,0.077121
351,0.120839,0.076131
352,0.115060,0.075162
353,0.107442,0.074214
354,0.106391,0.073355
355,0.132923,0.072809
356,0.140279,0.072375
357,0.136075,0.072651
358,0.133974,0.072044
359,0.128457,0.071180
360,0.120839,0.070316
361,0.116111,0.069559
362,0.124517,0.069144
363,0.128720,0.068367
364,0.122415,0.067559
365,0.119526,0.066767
366,0.119788,0.065991
367,0.114797,0.065229
368,0.112170,0.064482
369,0.112958,0.063748
370,0.112433,0.063029
371,0.110069,0.062322
372,0.111645,0.061629
373,0.108493,0.060948
374,0.143431,0.060769
375,0.175742,0.062513
376,0.151312,0.062664
377,0.142905,0.062430
378,0.129245,0.061787
379,0.123729,0.061110
380,0.136338,0.060993
381,0.179683,0.063515
382,0.199122,0.071343
383,0.176530,0.075498
384,0.170488,0.070655
385,0.154727,0.070109
386,0.145532,0.069316
387,0.137914,0.068537
388,0.132398,0.067771
389,0.124517,0.067019
390,0.128983,0.068201
391,0.179683,0.099398
392,0.157879,0.108368
393,0.148947,0.078089
394,0.139753,0.077466
395,0.189402,0.081511
396,0.411379,0.222964
397,0.333621,0.318614
398,0.271888,0.229116
399,0.233535,0.132980
400,0.217510,0.131396
401,0.205427,0.129623
402,0.196758,0.127891
403,0.188614,0.126198
404,0.181521,0.124541
405,0.180733,0.127495
406,0.248508,0.187688
407,0.263745,0.219011
408,0.215409,0.154500
409,0.200173,0.152300
410,0.190716,0.150138
411,0.184674,0.148015
412,0.182047,0.146052
413,0.178632,0.145602
414,0.177581,0.148867
415,0.177056,0.151977
416,0.361992,0.233544
417,0.475476,0.547441
418,0.767329,0.633715
419,0.847713,0.496072
420,0.633880,0.353258
421,0.541675,0.345043
422,0.515143,0.357807
423,0.587909,0.538807
424,0.535107,0.608608
425,0.530904,0.520634
426,0.516981,0.535613
427,0.503584,0.521749
428,0.493076,0.505714
429,0.478103,0.490581
430,0.452359,0.476252
431,0.430292,0.462641
432,0.407964,0.449734
433,0.393778,0.441044
434,0.378804,0.446325
435,0.359102,0.438294
436,0.334147,0.426960
437,0.319436,0.415922
438,0.309453,0.405349
439,0.296844,0.395281
440,0.290802,0.385656
441,0.278981,0.376390
442,0.271625,0.367504
443,0.264007,0.358945
444,0.254813,0.350673
445,0.246932,0.342687
446,0.243780,0.334915
447,0.248508,0.348765
448,0.436597,0.649291
449,0.474950,1.157476
450,0.665403,1.380361
451,4.249073,2.934023
452,3.742336,5.927094
453,3.481219,6.325905
454,2.899089,4.838944
455,2.730440,4.712277
456,5.292755,6.665491
457,6.600971,8.216614
458,7.859799,9.097559
459,6.122342,7.037685
460,4.778926,5.950992
461,3.999251,4.901667
462,4.011597,4.682467
463,4.647054,5.871209
464,4.473939,4.963766
465,3.865540,4.132677
466,3.288401,3.546283
467,2.853643,3.142879
468,2.473525,2.820455
469,2.193756,2.533680
470,1.975195,2.295225
471,1.814689,2.094497
472,1.729839,2.044190
473,1.845161,2.524441
474,1.866177,2.546232
475,1.787894,2.317823
476,1.691748,2.108245
477,1.581680,1.932142
478,1.488161,1.801441
479,1.386235,1.758396
480,1.291666,1.640429
481,1.220213,1.526741
482,1.185275,1.446407
483,1.161632,1.482590
484,1.171614,1.662383
485,1.236763,1.949135
486,1.224679,1.946005
487,1.211281,1.800432
488,1.192367,1.662325
489,1.227043,1.673546
490,1.436147,2.462071
491,2.123617,3.547426
492,2.958195,4.240962
493,3.108193,3.958909
494,3.049613,3.429508
495,2.830526,2.981087
496,2.579128,2.631431
497,2.351635,2.351570
498,2.140955,2.122563
499,1.950239,1.930810
500,1.780013,1.791559
501,2.398132,2.022820
502,3.411342,3.848337
503,3.640148,3.653675
504,3.482532,2.977315
505,3.191730,2.626380
506,2.883065,2.345895
507,2.589636,2.115019
508,2.339026,1.921014
509,2.100763,1.755655
510,1.908208,1.613710
511,1.783428,1.491980
512,1.584306,1.386859
513,1.457951,1.344161
514,1.477390,1.534717
515,1.498143,1.672637
516,1.673360,1.843234
517,2.233423,2.258811
518,2.904606,3.153677
519,3.037791,2.878055
520,2.949526,2.558706
521,2.735168,2.285127
522,2.510565,2.060644
523,2.297258,1.873003
524,2.156716,1.733063
525,2.032462,1.727616
526,2.269149,1.914625
527,3.364583,2.084883
528,4.313433,2.047163
529,7.057007,2.161041
530,6.817430,2.050575
531,5.480319,1.876114
532,4.620259,1.790941
533,3.918604,1.977163
534,3.372989,1.842879
535,3.006268,1.692761
536,2.645064,1.562569
537,2.476415,1.461642
538,2.204789,1.416847
539,1.976771,1.326661
540,1.789208,1.239790
541,1.632379,1.161362
542,1.495779,1.090057
543,1.421962,1.044360
544,1.471611,1.114988
545,1.331070,1.269763
546,1.256202,1.246154
547,1.170826,1.168991
548,1.098323,1.095774
549,1.036853,1.029308
550,1.009795,0.974659
551,0.966451,0.945859
552,0.921530,0.895666
553,0.891583,0.850615
554,0.856382,0.822277
555,0.817240,0.781643
556,0.790183,0.760606
557,1.019777,0.851302
558,0.902091,1.121148
559,0.871881,1.054760
560,0.866627,1.015668
561,0.851916,0.961577
562,0.834841,0.908228
563,0.830375,0.859415
564,0.819605,0.814731
565,0.783616,0.773371
566,0.751830,0.734945
567,0.903404,0.747381
568,1.076257,0.984753
569,0.991932,0.947427
570,0.999025,0.880519
571,1.050775,0.849857
572,1.040005,0.889790
573,0.977221,0.849580
574,0.940969,0.803265
575,0.938342,0.768925
576,0.952002,0.769661
577,0.872669,0.750242
578,0.819605,0.714402
579,0.777836,0.679557
580,0.732390,0.646991
581,0.713739,0.616688
582,0.674598,0.588467
583,0.653582,0.573508
584,0.680902,0.609746
585,0.634668,0.625465
586,0.599205,0.600987
587,0.628101,0.592660
588,0.647803,0.654783
589,0.587909,0.634548
590,0.559801,0.605718
591,0.521447,0.578726
592,0.492288,0.553307
593,0.474162,0.529271
594,0.453672,0.506739
595,0.549818,0.495930
596,0.496754,0.521600
597,0.442902,0.504691
598,0.421886,0.483744
599,0.410590,0.464115
600,0.395092,0.445682
601,0.377491,0.428355
602,0.358314,0.412043
603,0.348857,0.400752
604,0.483882,0.420366
605,0.427403,0.483324
606,0.371974,0.471569
607,0.345442,0.452613
608,0.322325,0.434749
609,0.308140,0.417897
610,0.296319,0.401982
611,0.284760,0.386965
612,0.273990,0.372777
613,0.262694,0.359391
614,0.252711,0.346745
615,0.245093,0.334793
616,0.246144,0.324084
617,0.367771,0.333952
618,0.482831,0.462505
619,0.316546,0.454655
620,0.289489,0.395357
621,0.290277,0.382184
622,0.278455,0.368663
623,0.255338,0.355740
624,0.239051,0.343516
625,0.228544,0.331945
626,0.224866,0.320983
627,0.221976,0.310594
628,0.215146,0.300732
629,0.206215,0.291353
630,0.201486,0.282425
631,0.191241,0.273921
632,0.180471,0.265816
633,0.167599,0.258088
634,0.164446,0.250715
635,0.158667,0.243682
636,0.161031,0.236965
637,0.160243,0.230545
638,0.154464,0.224407
639,0.197546,0.220104
640,0.209892,0.221692
641,0.181521,0.216756
642,0.170751,0.211228
643,0.158667,0.205927
644,0.146583,0.200841
645,0.137126,0.195957
646,0.131872,0.191268
647,0.128457,0.186763
648,0.129508,0.182432
649,0.130296,0.178267
650,0.123729,0.174257
651,0.118738,0.170395
652,0.133974,0.166752
653,0.152362,0.163512
654,0.136075,0.160078
655,0.127407,0.156727
656,0.129771,0.153492
657,0.140804,0.150368
658,0.310504,0.149502
659,0.582918,0.158414
660,0.349645,0.164347
661,0.225129,0.161790
662,0.187038,0.158425
663,0.172327,0.155173
664,0.166548,0.152026
665,0.157091,0.148980
666,0.152100,0.146034
667,0.148947,0.143184
668,0.147897,0.140424
669,0.149735,0.137750
670,0.146320,0.135159
671,0.140804,0.132647
672,0.136338,0.130211
673,0.130822,0.127848
674,0.127144,0.125555
675,0.120314,0.123329
676,0.122941,0.121698
677,0.302623,0.122110
678,0.206215,0.120552
679,0.154464,0.118509
680,0.141592,0.116491
681,0.137126,0.114529
682,0.132923,0.112622
683,0.130559,0.110766
684,0.122153,0.108960
685,0.117687,0.107202
686,0.125042,0.105775
687,0.145532,0.105935
688,0.184411,0.107172
689,0.190716,0.107874
690,0.170751,0.108959
691,0.155777,0.107513
692,0.164709,0.106511
693,0.195707,0.108089
694,0.166548,0.106745
695,0.146058,0.105074
696,0.134762,0.103444
697,0.127407,0.101853
698,0.120051,0.100300
699,0.119526,0.098902
700,0.296844,0.113507
701,1.217586,0.432819
702,0.528803,0.452311
703,0.352010,0.179638
704,0.289489,0.176107
705,0.256126,0.172677
706,0.235374,0.169347
707,0.217510,0.166114
708,0.205689,0.162974
709,0.198859,0.159955
710,0.195444,0.157140
711,0.184148,0.154281
712,0.180208,0.151486
713,0.178632,0.148765
714,0.175479,0.146114
715,0.172064,0.143530
716,0.170226,0.141013
717,0.169175,0.138564
718,0.166811,0.136180
719,0.164446,0.133858
720,0.161557,0.131594
721,0.157879,0.130153
722,0.159455,0.131545
723,0.159718,0.129755
724,0.157879,0.127623
725,0.152100,0.125543
726,0.151837,0.123514
727,0.150261,0.121534
728,0.154201,0.123523
729,0.193868,0.157639
730,0.171276,0.163317
731,0.158404,0.138844
732,0.155252,0.138614
733,0.154201,0.138042
734,0.151049,0.137273
735,0.147897,0.135271
736,0.146320,0.133464
737,0.147371,0.131382
738,0.143431,0.129310
739,0.138177,0.127282
740,0.131610,0.126005
741,0.146058,0.127321
742,0.145532,0.125799
743,0.187038,0.132736
744,0.374864,0.324675
745,0.333621,0.451612
746,0.286862,0.349287
747,0.508050,0.418934
748,0.612339,0.547473
749,0.501220,0.417609
750,0.493339,0.368260
751,0.462604,0.412597
752,0.444215,0.435238
753,0.875821,0.586358
754,1.175029,1.484085
755,1.244118,1.804089
756,1.987279,1.724989
757,2.915901,1.519710
758,3.088491,1.419037
759,2.587009,1.319178
760,2.140692,1.231796
761,1.834916,1.169338
762,1.741923,1.170152
763,1.645251,1.130702
764,1.546216,1.068854
765,1.433783,1.013921
766,1.341052,0.977926
767,1.261193,0.950382
768,1.190528,0.907099
769,1.129058,0.881689
770,1.089129,0.932212
771,1.079934,1.084790
772,1.987804,2.173059
773,2.658199,2.620192
774,2.713890,2.028160
775,2.430969,1.847707
776,2.142005,1.696455
777,1.870905,1.567980
778,1.730627,1.590296
779,1.984652,2.266955
780,2.008294,2.301331
781,2.188240,2.205143
782,3.125006,3.359451
783,7.199124,6.335569
784,8.125383,7.167025
785,6.898865,6.115598
786,5.507113,4.958599
787,4.503623,4.108948
788,3.774122,3.504030
789,3.174130,3.052830
790,2.745413,2.703271
791,2.422825,2.425208
792,2.161708,2.198441
793,1.936842,2.010247
794,1.781327,1.855176
795,1.649455,1.731668
796,1.519946,1.616425
797,1.636320,1.731490
798,1.831501,3.323518
799,1.936054,3.749667
800,2.127295,3.000619
801,2.283597,2.659690
802,2.311443,2.386917
803,2.253388,2.164171
804,2.137014,1.979170
805,2.019065,1.822833
806,1.887192,1.688646
807,1.862762,1.627030
808,2.222652,1.987777
809,3.511428,4.168156
810,5.645290,8.176775
811,5.709650,8.486874
812,5.850192,8.177309
813,5.819982,6.826230
814,5.330320,5.423896
815,4.839871,4.626142
816,4.730328,4.764653
817,5.227082,4.568443
818,5.583557,4.057982
819,6.031450,4.136490
820,6.230835,3.620150
821,5.958684,3.340144
822,6.246859,3.827971
823,6.224793,3.610477
824,5.660264,3.175309
825,4.975946,2.814616
826,4.549594,2.717948
827,5.354751,3.580044
828,5.819194,4.078195
829,5.460354,3.517450
830,4.904231,3.090256
831,4.289790,2.821722
832,3.805645,2.535206
833,3.408190,2.293729
834,3.076407,2.091261
835,2.903292,1.920643
836,2.987617,1.981012
837,3.020454,3.084597
838,2.978423,2.800871
839,2.853643,2.460369
840,2.650843,2.215810
841,2.488236,2.011877
842,2.345856,1.839916
843,2.206891,1.692989
844,2.067926,1.565427
845,1.978085,1.463310
846,1.836493,1.403464
847,1.732466,1.317789
848,1.647878,1.255456
849,1.570646,1.303394
850,1.472924,1.440880
851,1.362330,1.370414
852,1.297970,1.331275
853,1.230458,1.473943
854,1.164784,1.399709
855,1.155853,1.352318
856,1.103577,1.473325
857,1.050250,1.396283
858,1.183173,1.455439
859,1.495516,2.351506
860,1.608212,2.194367
861,1.591137,1.906997
862,1.566443,1.745486
863,1.531242,1.606811
864,1.485008,1.486589
865,1.415657,1.381042
866,1.359178,1.287673
867,1.305588,1.204180
868,1.243855,1.129443
869,1.196833,1.062842
870,1.142981,1.002303
871,1.093594,0.946944
872,1.042894,0.896113
873,0.997711,0.849417
874,0.964612,0.806508
875,0.933351,0.767061
876,0.897625,0.730668
877,0.859797,0.696864
878,0.867415,0.675643
879,0.820918,0.692740
880,0.819342,0.682279
881,0.858221,0.752905
882,0.820393,0.876139
883,0.749991,0.833308
884,0.709536,0.790341
885,0.681953,0.750693
886,0.661726,0.714036
887,0.630465,0.679789
888,0.604721,0.647672
889,0.585282,0.626338
890,0.600255,0.637944
891,0.568732,0.613142
892,0.549293,0.585722
893,0.537734,0.560184
894,0.541937,0.544479
895,0.583968,0.559831
896,0.542200,0.542476
897,0.516719,0.520463
898,0.491237,0.499596
899,0.472324,0.479926
900,0.454460,0.461340
901,0.437648,0.443735
902,0.421624,0.427013
903,0.409277,0.411134
904,0.396930,0.396093
905,0.389838,0.381923
906,0.382482,0.368547
907,0.373551,0.355893
908,0.373288,0.343940
909,0.354111,0.332633
910,0.334147,0.321880
911,0.345968,0.313660
912,0.342290,0.313115
913,0.326003,0.304371
914,0.306564,0.295015
915,0.295793,0.286094
916,0.291590,0.281051
917,0.359891,0.294185
918,0.386685,0.313389
919,0.345180,0.314287
920,0.306826,0.305402
921,0.286336,0.296085
922,0.289226,0.287219
923,0.286862,0.278755
924,0.274778,0.270667
925,0.259542,0.262938
926,0.252974,0.255543
927,0.245881,0.248475
928,0.244568,0.241707
929,0.237213,0.235220
930,0.228018,0.229000
931,0.221188,0.223033
932,0.213570,0.217304
933,0.208842,0.211801
934,0.204638,0.206522
935,0.209367,0.201457
936,0.291327,0.200044
937,0.247720,0.211625
938,0.211469,0.208236
939,0.199910,0.203142
940,0.193343,0.198243
941,0.190190,0.193532
942,0.189140,0.188999
943,0.183098,0.184634
944,0.176268,0.180428
945,0.171539,0.176373
946,0.164709,0.172463
947,0.156828,0.168692
948,0.151312,0.165054
949,0.146846,0.161543
950,0.142380,0.158151
951,0.133711,0.154875
952,0.129508,0.151710
953,0.133448,0.148650
954,0.130559,0.145692
955,0.131347,0.142881
956,0.147371,0.140339
957,0.150786,0.137676
958,0.142643,0.135072
959,0.134499,0.132549
960,0.125042,0.130104
961,0.120314,0.127733
962,0.127144,0.125434
963,0.137126,0.123204
964,0.141592,0.121557
965,0.197283,0.121842
966,0.168387,0.119985
967,0.142905,0.117916
968,0.131347,0.115906
969,0.127407,0.113952
970,0.120314,0.112053
971,0.116899,0.110206
972,0.120839,0.108409
973,0.131610,0.107618
974,0.219612,0.110523
975,0.178106,0.109892
976,0.135550,0.108184
977,0.120576,0.106449
978,0.109806,0.104758
979,0.102976,0.103111
980,0.102713,0.101506
981,0.099561,0.099942
982,0.096146,0.098417
983,0.094044,0.096930
984,0.092731,0.095479
985,0.089316,0.094065
986,0.088528,0.092686
987,0.086426,0.091339
988,0.083011,0.090025
989,0.080384,0.088742
990,0.080910,0.087570
991,0.115060,0.087593
992,0.182310,0.090547
993,0.126356,0.089720
994,0.101663,0.088450
995,0.094570,0.087209
996,0.094307,0.085996
997,0.100874,0.085046
998,0.138702,0.084970
999,0.132660,0.083930
1000,0.105340,0.082794
1001,0.094044,0.081682
1002,0.088265,0.080594
1003,0.089841,0.079702
1004,0.110594,0.079455
1005,0.107704,0.078505
1006,0.103239,0.077487
1007,0.102451,0.076491
1008,0.093519,0.075515
1009,0.085638,0.074611
1010,0.112958,0.074169
1011,0.133448,0.074483
1012,0.104027,0.073685
1013,0.093782,0.072769
1014,0.086689,0.071872
1015,0.086426,0.070993
1016,0.083537,0.070131
1017,0.079071,0.069286
1018,0.075393,0.068457
1019,0.071715,0.067645
1020,0.070402,0.066848
1021,0.070927,0.066067
1022,0.072241,0.065300
1023,0.069088,0.064549
1024,0.064097,0.063811
1025,0.060945,0.063087
1026,0.065411,0.062525
1027,0.086952,0.062514
1028,0.091417,0.061890
1029,0.078808,0.061203
1030,0.074342,0.060528
1031,0.073029,0.059865
1032,0.070927,0.059214
1033,0.067775,0.058575
1034,0.064623,0.057947
1035,0.063047,0.057330
1036,0.062258,0.056724
1037,0.058843,0.056128
1038,0.055954,0.055543
1039,0.060682,0.055159
1040,0.085901,0.055482
1041,0.093256,0.055007
1042,0.082749,0.054552
1043,0.109806,0.054502
1044,0.100086,0.054053
1045,0.096671,0.053743
1046,0.138440,0.053226
1047,0.118475,0.052931
1048,0.191504,0.053716
1049,0.186250,0.054509
1050,0.167861,0.055515
1051,0.135550,0.055110
1052,0.141592,0.055043
1053,0.160506,0.056811
1054,0.131084,0.056488
1055,0.119526,0.055910
1056,0.122678,0.055955
1057,0.205427,0.058714
1058,0.241678,0.062669
1059,0.176268,0.060320
1060,0.179683,0.061108
1061,0.189665,0.060630
1062,0.160506,0.060001
1063,0.135550,0.059379
1064,0.125042,0.058764
1065,0.115323,0.058157
1066,0.109543,0.057559
1067,0.119000,0.057524
1068,0.179945,0.060981
1069,0.187563,0.115282
1070,0.176530,0.127678
1071,0.150261,0.072009
1072,0.133711,0.071214
1073,0.125568,0.070427
1074,0.120839,0.069649
1075,0.118475,0.068882
1076,0.115323,0.068124
1077,0.112958,0.067375
1078,0.110594,0.066634
1079,0.109018,0.065905
1080,0.109806,0.065188
1081,0.109543,0.064482
1082,0.110594,0.066105
1083,0.217248,0.133876
1084,0.268998,0.203445
1085,0.224603,0.148409
1086,0.182835,0.090970
1087,0.163396,0.089882
1088,0.151574,0.088808
1089,0.143431,0.087744
1090,0.137914,0.086689
1091,0.128983,0.085650
1092,0.120051,0.084625
1093,0.112958,0.083612
1094,0.108230,0.082612
1095,0.107442,0.081627
1096,0.111908,0.081449
1097,0.202012,0.087807
1098,0.268736,0.224862
1099,0.458401,0.362399
1100,0.398769,0.330348
1101,0.325215,0.187382
1102,0.278981,0.158151
1103,0.249296,0.156085
1104,0.234060,0.153731
1105,0.228544,0.153536
1106,0.301835,0.174561
1107,0.513041,0.426693
1108,0.865576,0.499379
1109,0.875296,0.306353
1110,0.714002,0.263975
1111,0.645176,0.264578
1112,0.609450,0.290597
1113,0.566631,0.311613
1114,0.588434,0.323632
1115,0.577926,0.325901
1116,0.557699,0.319397
1117,0.533794,0.312346
1118,0.584756,0.309197
1119,0.606823,0.319569
1120,0.582130,0.314493
1121,0.607611,0.314321
1122,1.781327,0.353197
1123,2.595678,0.509153
1124,1.933427,0.459283
1125,1.620033,0.445428
1126,1.430105,0.561676
1127,1.353399,0.630033
1128,1.663903,0.916448
1129,1.957332,1.119544
1130,1.927122,0.877666
1131,1.816528,0.881656
1132,3.623861,1.347277
1133,9.753559,3.751753
1134,8.283262,3.920854
1135,6.032238,2.831416
1136,4.487073,2.536287
1137,3.939357,2.507689
1138,3.824297,2.598295
1139,3.486210,2.354059
1140,3.063273,2.121265
1141,2.666342,1.930550
1142,2.322213,1.809698
1143,2.429918,2.030527
1144,2.610126,3.049019
1145,2.663190,2.673733
1146,2.570196,2.384842
1147,2.381582,2.155284
1148,2.154877,1.972433
1149,1.921080,1.812642
1150,1.738245,1.686559
1151,1.631329,1.645883
