0.00	1.65	6.95
0.00	1.67	6.50
0.00	1.70	6.40
0.00	1.72	5.95
0.00	1.74	5.65
0.00	1.76	5.25
0.00	1.78	5.00
0.00	1.76	4.88
4.00	1.78	5.05
5.20	1.80	6.05
9.90	1.83	7.50
0.40	1.86	8.30
6.00	1.89	6.50
0.00	1.92	6.95
0.00	1.95	5.45
0.00	1.99	4.95
0.00	2.02	4.60
0.00	2.09	4.31
1.20	2.13	4.24
0.00	2.17	4.17
0.00	2.20	4.07
0.00	2.24	3.91
0.00	2.28	3.74
0.00	2.32	3.52
0.90	2.35	3.38
3.00	2.39	3.74
0.00	2.43	4.22
0.00	2.50	4.00
0.00	2.53	3.71
0.00	2.57	3.45
3.40	2.60	3.30
0.30	2.63	3.64
2.50	2.65	3.92
0.00	2.68	4.37
0.00	2.70	3.66
3.30	2.72	3.51
14.00	2.73	3.98
1.40	2.69	7.15
0.00	2.71	9.10
9.10	2.72	11.10
1.80	2.74	12.50
0.00	2.76	13.10
2.00	2.79	11.60
3.30	2.81	11.80
0.00	2.83	13.40
0.00	2.86	11.90
0.00	2.89	11.30
0.00	2.96	11.10
0.70	2.99	11.00
0.00	3.02	6.40
1.00	3.04	2.71
0.00	3.06	2.72
0.00	3.09	2.50
0.00	3.11	2.50
0.00	3.13	2.50
0.30	3.15	2.50
0.00	3.16	2.50
0.00	3.14	2.50
0.00	3.15	2.36
0.00	3.17	2.20
0.00	3.19	2.14
0.00	3.20	2.09
0.00	3.22	1.84
0.00	3.24	1.71
0.00	3.26	1.75
0.00	3.29	1.71
0.00	3.31	1.67
0.00	3.33	1.70
0.00	3.43	1.76
0.00	3.45	1.72
0.00	3.47	1.67
5.80	3.48	1.55
1.20	3.49	1.53
6.50	3.50	1.73
0.20	3.50	1.95
0.30	3.50	2.71
5.40	3.49	1.77
0.00	3.49	1.55
0.30	3.38	1.49
0.00	3.37	1.45
2.10	3.36	1.40
0.00	3.36	1.36
0.20	3.36	1.31
0.40	3.36	1.28
0.30	3.36	1.28
0.20	3.37	1.42
6.50	3.38	1.37
4.20	3.39	1.95
2.70	3.46	2.79
0.10	3.47	2.47
1.20	3.48	1.57
0.30	3.50	1.46
2.80	3.51	1.53
11.80	3.52	1.59
0.20	3.53	1.63
0.00	3.55	1.52
0.00	3.56	1.34
0.00	3.57	1.15
0.00	3.62	1.17
8.80	3.63	1.33
0.20	3.63	1.51
0.00	3.64	1.37
7.20	3.63	1.42
8.50	3.63	1.54
5.40	3.62	3.47
0.60	3.61	3.77
0.00	3.60	2.99
0.00	3.58	1.89
0.20	3.47	1.40
0.00	3.45	1.35
7.30	3.44	1.25
0.00	3.43	1.79
1.10	3.42	1.47
0.00	3.42	1.41
0.00	3.42	1.25
1.30	3.42	1.16
0.00	3.42	1.28
0.00	3.43	1.23
0.00	3.58	1.15
0.00	3.59	1.04
1.00	3.59	1.05
3.00	3.59	1.08
0.00	3.59	1.18
0.00	3.58	1.18
0.00	3.57	1.08
0.00	3.55	1.05
0.20	3.53	0.95
1.00	3.51	0.93
0.00	3.48	0.94
0.00	3.34	1.00
0.00	3.31	0.99
3.00	3.28	0.91
0.00	3.25	0.87
0.00	3.23	0.91
0.00	3.21	0.91
3.00	3.19	0.94
0.00	3.17	1.00
0.00	3.15	0.97
0.00	3.13	0.93
0.20	3.15	0.93
0.00	3.14	0.93
0.00	3.12	0.93
0.00	3.11	0.93
0.10	3.10	0.93
0.00	3.08	0.96
0.00	3.07	0.93
0.00	3.06	0.93
0.00	3.04	0.88
0.00	3.03	0.86
0.00	3.06	0.86
3.50	3.05	0.86
1.50	3.03	0.88
0.00	3.01	0.91
0.00	2.98	0.93
0.00	2.95	0.92
0.00	2.92	0.91
0.00	2.89	0.91
0.00	2.86	0.89
0.00	2.82	0.88
0.00	2.78	0.88
0.00	2.67	0.86
0.00	2.63	0.85
0.00	2.59	0.85
0.00	2.55	0.83
0.00	2.51	0.82
0.00	2.47	0.82
0.00	2.44	0.81
0.00	2.40	0.80
0.20	2.36	0.73
0.00	2.33	0.73
0.00	2.31	0.73
0.00	2.28	0.73
0.00	2.24	0.73
0.00	2.21	0.73
1.10	2.17	0.73
0.70	2.14	0.69
0.00	2.10	0.60
0.20	2.07	0.60
0.00	2.03	0.60
0.00	2.00	0.60
1.70	1.96	0.60
2.00	1.92	0.60
1.50	1.88	0.60
13.20	1.85	0.63
9.70	1.81	0.95
0.20	1.78	0.94
13.20	1.74	0.79
1.20	1.71	1.58
6.20	1.67	1.58
1.50	1.63	1.25
0.00	1.58	1.07
0.00	1.55	0.97
0.50	1.51	0.92
0.00	1.48	0.91
3.10	1.45	0.91
0.00	1.42	0.89
1.40	1.39	0.88
3.80	1.36	0.88
1.70	1.34	0.87
10.40	1.31	0.92
1.40	1.32	1.08
4.00	1.29	1.14
9.60	1.26	2.96
11.30	1.24	3.03
0.00	1.21	2.20
1.40	1.18	1.66
2.50	1.15	1.49
8.50	1.12	1.49
0.00	1.09	1.44
14.10	1.05	1.69
5.80	0.97	3.83
0.00	0.93	2.20
0.00	0.90	1.59
0.00	0.87	1.39
0.00	0.85	1.32
0.00	0.82	1.26
2.10	0.80	1.20
1.70	0.78	1.20
14.80	0.76	1.31
1.00	0.74	4.40
12.70	0.73	2.46
9.50	0.74	4.80
1.00	0.73	5.45
14.10	0.71	3.37
6.20	0.70	5.15
6.00	0.69	5.80
0.20	0.68	5.15
1.00	0.67	3.52
3.40	0.67	2.86
1.90	0.66	2.93
0.70	0.65	2.80
14.30	0.66	3.00
15.10	0.65	7.60
6.20	0.64	11.00
1.40	0.64	7.65
2.50	0.63	5.50
5.20	0.63	4.75
4.90	0.62	5.10
7.50	0.62	6.10
9.60	0.61	9.15
0.00	0.60	9.10
0.00	0.59	6.10
0.00	0.59	5.10
0.00	0.58	4.72
0.00	0.58	4.52
0.50	0.57	4.34
0.00	0.57	4.19
0.10	0.57	3.98
0.00	0.57	3.74
0.00	0.57	3.60
0.20	0.56	3.48
0.20	0.58	3.36
0.00	0.58	3.25
0.00	0.58	3.16
0.00	0.58	3.06
0.00	0.57	2.97
0.00	0.57	2.88
0.00	0.57	2.79
0.00	0.56	2.69
0.00	0.56	2.60
0.00	0.55	2.51
0.00	0.53	2.42
0.00	0.52	2.33
0.00	0.51	2.23
0.00	0.51	2.27
1.90	0.50	2.33
0.30	0.50	2.58
2.10	0.49	2.66
0.00	0.49	2.66
14.10	0.48	2.95
6.20	0.48	6.85
2.10	0.47	6.25
0.20	0.46	4.61
0.30	0.46	4.12
0.00	0.46	3.25
0.00	0.46	2.88
0.90	0.46	2.67
0.10	0.46	2.62
0.00	0.46	2.58
0.00	0.46	2.54
0.00	0.46	2.50
0.20	0.46	2.47
0.00	0.46	2.43
0.00	0.46	2.40
0.20	0.47	2.36
0.00	0.47	2.33
0.00	0.48	2.29
0.00	0.48	2.26
1.60	0.49	2.22
7.30	0.49	2.66
5.20	0.50	5.10
2.30	0.50	6.65
0.00	0.54	5.05
0.00	0.55	3.71
0.00	0.56	3.21
0.00	0.56	3.04
0.00	0.56	2.86
0.00	0.56	2.80
0.00	0.56	2.77
0.00	0.56	2.74
0.30	0.55	2.72
0.00	0.55	2.69
0.00	0.49	2.66
0.00	0.48	2.58
0.00	0.48	2.47
0.00	0.47	2.36
4.00	0.47	2.26
0.20	0.47	2.96
1.10	0.48	2.96
0.10	0.48	2.76
0.00	0.49	2.65
0.00	0.49	2.55
0.00	0.50	2.46
0.10	0.53	2.37
0.00	0.54	2.28
0.00	0.55	2.29
0.00	0.57	2.33
0.00	0.58	2.30
0.00	0.59	2.27
0.00	0.60	2.25
0.30	0.61	2.22
3.50	0.63	2.61
12.20	0.64	4.82
2.20	0.64	6.65
9.10	0.66	8.45
4.50	0.67	6.70
3.00	0.69	8.05
2.60	0.71	5.95
2.20	0.73	5.45
0.20	0.75	4.76
0.00	0.77	4.21
0.00	0.80	3.90
0.00	0.82	3.82
0.00	0.87	3.75
0.00	0.89	3.70
0.00	0.91	3.68
0.00	0.94	3.65
0.00	0.96	3.63
0.00	0.99	3.60
1.10	1.01	3.57
0.50	1.03	3.55
0.00	1.03	3.53
0.40	1.05	3.76
0.00	1.08	3.69
0.00	1.10	3.39
0.00	1.12	3.24
0.00	1.14	3.17
0.70	1.17	3.14
0.30	1.19	3.14
0.00	1.21	3.14
0.00	1.23	3.14
1.60	1.25	3.15
0.80	1.26	3.21
3.80	1.28	3.40
2.90	1.31	4.07
2.10	1.33	4.73
0.00	1.35	4.93
0.00	1.38	4.25
0.00	1.41	4.03
0.30	1.43	3.89
0.00	1.46	3.75
0.00	1.49	3.61
0.40	1.54	3.47
1.20	1.57	3.35
6.20	1.60	3.71
0.90	1.62	5.10
9.20	1.65	4.72
7.20	1.67	6.10
0.90	1.70	6.85
3.70	1.72	5.20
4.90	1.74	5.45
7.60	1.76	6.65
0.10	1.78	7.75
4.80	1.76	5.80
3.70	1.78	6.10
0.20	1.80	5.40
0.00	1.83	4.89
0.00	1.86	4.58
4.10	1.89	4.80
1.50	1.92	6.05
0.00	1.95	6.10
0.00	1.99	5.45
0.00	2.02	4.80
1.60	2.09	4.20
0.90	2.13	4.14
0.00	2.17	4.14
18.50	2.20	4.31
2.10	2.24	8.45
0.20	2.28	6.80
0.90	2.32	5.30
0.00	2.35	5.00
0.00	2.39	4.76
0.00	2.43	4.51
0.00	2.50	4.27
0.30	2.53	4.04
0.00	2.57	3.81
8.60	2.60	3.70
1.40	2.63	6.90
16.70	2.65	8.70
4.30	2.68	12.10
4.40	2.70	8.90
0.00	2.72	7.75
3.30	2.73	6.60
0.00	2.69	6.85
2.00	2.71	6.80
0.00	2.72	6.05
0.00	2.74	5.40
0.00	2.76	5.15
0.00	2.79	4.83
1.10	2.81	4.48
0.00	2.83	4.15
2.10	2.86	3.86
10.20	2.89	4.46
0.00	2.96	6.75
0.00	2.99	5.00
0.00	3.02	2.99
1.50	3.04	2.32
0.00	3.06	2.13
0.00	3.09	1.99
0.00	3.11	1.74
0.00	3.13	1.65
0.00	3.15	1.65
0.00	3.16	1.66
0.00	3.14	1.57
0.00	3.15	1.59
0.00	3.17	1.49
0.50	3.19	1.43
0.00	3.20	1.56
0.00	3.22	1.52
39.30	3.24	2.70
8.70	3.26	9.05
9.10	3.29	4.53
0.00	3.31	3.14
9.00	3.33	2.45
11.50	3.43	6.20
0.90	3.45	4.70
0.00	3.47	2.89
0.00	3.48	2.22
1.70	3.49	1.98
0.00	3.50	2.06
0.00	3.50	2.04
0.00	3.50	1.91
2.10	3.49	1.68
0.00	3.49	2.03
0.00	3.38	1.65
0.00	3.37	1.53
0.00	3.36	1.29
0.00	3.36	1.25
0.00	3.36	1.21
0.00	3.36	1.17
0.00	3.36	1.15
0.00	3.37	1.15
2.40	3.38	1.15
8.70	3.39	1.28
1.30	3.46	1.60
0.00	3.47	1.41
0.00	3.48	1.23
0.00	3.50	1.17
0.00	3.51	1.14
0.00	3.52	1.05
0.00	3.53	1.05
0.00	3.55	0.97
15.10	3.56	1.03
26.50	3.57	3.37
0.00	3.62	3.54
1.40	3.63	1.64
12.80	3.63	1.41
1.20	3.64	2.23
0.00	3.63	1.82
0.00	3.63	1.48
0.40	3.62	1.23
1.20	3.61	1.08
0.00	3.60	1.07
1.60	3.58	1.07
1.10	3.47	1.13
0.20	3.45	1.23
0.00	3.44	1.08
0.00	3.43	1.08
0.00	3.42	0.95
0.60	3.42	0.86
0.50	3.42	0.86
0.20	3.42	0.85
0.00	3.42	0.82
20.10	3.43	0.91
0.00	3.58	1.25
0.00	3.59	0.97
0.00	3.59	0.87
0.00	3.59	0.83
0.00	3.59	0.79
0.70	3.58	0.73
0.00	3.57	0.73
0.00	3.55	0.72
0.00	3.53	0.70
0.00	3.51	0.69
0.00	3.48	0.67
0.80	3.34	0.69
1.40	3.31	0.73
0.00	3.28	0.68
0.00	3.25	0.63
0.20	3.23	0.67
0.00	3.21	0.70
2.00	3.19	0.71
7.10	3.17	0.76
0.00	3.15	0.79
3.00	3.13	0.77
0.00	3.15	0.73
1.90	3.14	0.77
19.00	3.12	0.76
0.00	3.11	1.13
0.00	3.10	0.92
7.50	3.08	0.76
4.30	3.07	0.88
0.00	3.06	1.04
8.50	3.04	0.94
1.50	3.03	1.12
0.10	3.06	1.07
5.60	3.05	1.03
4.60	3.03	1.24
1.60	3.01	1.42
1.00	2.98	1.50
1.10	2.95	1.20
2.30	2.92	1.01
2.30	2.89	1.09
13.40	2.86	0.97
5.20	2.82	1.97
0.10	2.78	1.58
8.20	2.67	1.26
2.20	2.63	2.15
1.10	2.59	2.69
0.00	2.55	1.56
2.10	2.51	1.24
1.80	2.47	1.10
0.00	2.44	1.13
0.00	2.40	1.05
0.00	2.36	1.00
2.20	2.33	1.00
0.50	2.31	0.98
0.00	2.28	0.94
0.40	2.24	0.89
0.60	2.21	0.82
0.00	2.17	0.78
0.00	2.14	0.76
0.80	2.10	0.74
0.30	2.07	0.74
0.00	2.03	0.76
0.10	2.00	0.78
6.60	1.96	0.82
5.90	1.92	1.00
2.70	1.88	1.07
13.90	1.85	1.11
11.90	1.81	4.29
0.90	1.78	3.91
9.70	1.74	2.23
0.10	1.71	4.31
1.40	1.67	2.87
0.00	1.63	2.05
3.80	1.58	1.68
0.90	1.55	1.53
11.00	1.51	1.67
0.00	1.48	2.90
0.50	1.45	2.04
0.90	1.42	1.64
0.60	1.39	1.58
0.30	1.36	1.55
1.80	1.34	1.60
1.50	1.31	1.53
3.10	1.32	1.52
0.60	1.29	1.47
0.00	1.26	1.42
2.60	1.24	1.37
1.90	1.21	1.41
1.50	1.18	1.53
1.00	1.15	1.41
3.40	1.12	1.32
7.20	1.09	1.47
9.20	1.05	2.00
7.80	0.97	3.32
4.70	0.93	3.55
9.80	0.90	3.32
3.60	0.87	3.06
4.20	0.85	3.30
1.20	0.82	3.17
8.20	0.80	2.89
2.10	0.78	4.10
0.00	0.76	3.47
0.00	0.74	2.70
0.00	0.73	2.43
0.20	0.74	2.20
3.90	0.73	2.74
10.10	0.71	4.65
0.00	0.70	5.70
0.00	0.69	3.72
0.00	0.68	3.02
0.00	0.67	2.78
0.00	0.67	2.66
4.10	0.66	2.62
11.60	0.65	3.62
7.90	0.66	8.40
7.00	0.65	6.35
0.60	0.64	7.20
4.50	0.64	6.00
0.70	0.63	6.80
15.90	0.63	5.95
0.30	0.62	9.60
12.90	0.62	8.05
0.00	0.61	10.70
29.60	0.60	7.95
1.30	0.59	19.10
0.00	0.59	17.00
1.50	0.58	12.20
9.90	0.58	11.70
18.60	0.57	19.70
0.10	0.57	26.80
6.80	0.57	14.70
2.90	0.57	13.30
0.30	0.57	12.70
5.70	0.56	12.20
11.90	0.58	12.00
13.60	0.58	24.10
12.50	0.58	23.00
4.20	0.58	23.60
0.60	0.57	16.90
21.40	0.57	23.30
16.30	0.57	35.00
1.50	0.56	32.10
2.00	0.56	21.00
0.10	0.55	17.80
3.90	0.53	15.10
0.20	0.52	14.50
0.00	0.51	13.00
0.00	0.51	11.50
2.90	0.50	10.70
1.90	0.50	10.80
10.60	0.49	10.00
15.20	0.49	22.20
0.00	0.48	26.00
3.10	0.48	14.60
0.40	0.47	13.20
0.00	0.46	12.10
0.00	0.46	10.90
0.00	0.46	10.30
0.00	0.46	9.80
0.00	0.46	9.20
0.00	0.46	8.55
0.00	0.46	8.05
0.00	0.46	7.35
0.00	0.46	7.25
